SEGMENTID,ONSTREETNAME,FROMSTREETNAME,TOSTREETNAME,BOROUGH_CODE,WORK_START_DATE,WORK_END_DATE,PURPOSE
83567,112 PLACE,ASTORIA BOULEVARD,NORTHERN BOULEVARD,Q,2018-03-21 00:00:00,2018-04-05 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
72913,BROADWAY,WEST  215 STREET,WEST  215 STREET,M,2018-08-02 13:00:47,2018-08-10 23:59:59,DOT IN-HOUSE PAVING
164079,BROADWAY,MIDDLETON STREET,THROOP AVENUE,B,2018-09-14 00:00:00,2018-10-01 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
103093,SHILOH AVENUE,251 STREET,252 STREET,Q,2018-05-01 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
127074,77 STREET,10 AVENUE,11 AVENUE,B,2018-09-07 00:00:00,2018-09-14 23:59:59,DOT IN-HOUSE PAVING
127075,77 STREET,10 AVENUE,11 AVENUE,B,2018-09-07 00:00:00,2018-09-14 23:59:59,DOT IN-HOUSE PAVING
109940,GRAFTON STREET,BEND,LIVONIA AVENUE,B,2018-05-04 00:00:00,2018-05-21 23:58:59,PLACE CRANE OR SHOVEL ON STREET
109940,GRAFTON STREET,BEND,LIVONIA AVENUE,B,2018-05-04 00:00:00,2018-05-21 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
109940,GRAFTON STREET,BEND,LIVONIA AVENUE,B,2018-05-04 00:00:00,2018-05-21 23:58:59,PLACE MATERIAL ON STREET
109940,GRAFTON STREET,BEND,LIVONIA AVENUE,B,2018-05-04 00:00:00,2018-05-21 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION
93621,EAST  177 STREET,EAST TREMONT AVENUE,SAMPSON AVENUE,X,2018-03-27 08:01:00,2018-06-24 23:59:59,DOT IN-HOUSE PAVING
93627,EAST  177 STREET,LOGAN AVENUE,SAMPSON AVENUE,X,2018-03-27 08:01:02,2018-06-24 23:59:59,DOT IN-HOUSE PAVING
93640,HOLLYWOOD AVENUE,DEWEY AVENUE,THROGS NECK EXPRESSWAY,X,2018-03-27 07:45:11,2018-06-24 23:59:59,DOT IN-HOUSE PAVING
110869,BROAD STREET,BEAVER STREET,EXCHANGE PLACE,M,2018-05-05 00:00:00,2018-05-15 23:58:59,PLACE CRANE OR SHOVEL ON STREET
110870,BROAD STREET,BEAVER STREET,EXCHANGE PLACE,M,2018-05-05 00:00:00,2018-05-15 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
110870,BROAD STREET,BEAVER STREET,EXCHANGE PLACE,M,2018-05-05 00:00:00,2018-05-15 23:58:59,PLACE CRANE OR SHOVEL ON STREET
93641,THROGS NECK EXPRESSWAY,HOLLYWOOD AVENUE,RANDALL AVENUE,X,2018-03-27 07:41:27,2018-06-24 23:59:59,DOT IN-HOUSE PAVING
93643,THROGS NECK EXPRESSWAY,HOLLYWOOD AVENUE,RANDALL AVENUE,X,2018-03-27 07:41:27,2018-06-24 23:59:59,DOT IN-HOUSE PAVING
93677,THROGS NECK EXPRESSWAY,HOLLYWOOD AVENUE,LOGAN AVENUE,X,2018-03-27 08:01:02,2018-06-24 23:59:59,DOT IN-HOUSE PAVING
93678,HOLLYWOOD AVENUE,CROSS BRONX EXPRESSWAY,DEWEY AVENUE,X,2018-03-27 07:45:10,2018-06-24 23:59:59,DOT IN-HOUSE PAVING
93679,EAST  177 STREET,HOLLYWOOD AVENUE,MILES AVENUE,X,2018-03-27 08:01:01,2018-06-24 23:59:59,DOT IN-HOUSE PAVING
93746,THROGS NECK EXPRESSWAY,KEARNEY AVENUE,MEAGHER AVENUE,X,2018-03-27 08:01:03,2018-06-24 23:59:59,DOT IN-HOUSE PAVING
94549,THROGS NECK EXPRESSWAY,BRUCKNER EXPRESSWAY,BRUCKNER EXPRESSWAY,X,2018-03-27 07:41:33,2018-06-24 23:59:59,DOT IN-HOUSE PAVING
17281,79 STREET,6 AVENUE,7 AVENUE,B,2018-09-21 00:00:00,2018-09-28 23:59:59,DOT IN-HOUSE PAVING
86601,GLOVER STREET,GLEBE AVENUE,LYON AVENUE,X,2018-04-24 06:56:35,2018-07-22 23:59:59,DOT IN-HOUSE PAVING
88609,MACE AVENUE,KINGSLAND AVENUE,TIEMANN AVENUE,X,2018-10-04 15:43:55,2018-12-31 23:59:59,DOT IN-HOUSE PAVING
94780,THROGS NECK EXPRESSWAY,HOLLYWOOD AVENUE,RANDALL AVENUE,X,2018-03-27 07:41:27,2018-06-24 23:59:59,DOT IN-HOUSE PAVING
94782,THROGS NECK EXPRESSWAY,LAFAYETTE AVENUE,PHILIP AVENUE,X,2018-03-27 07:41:29,2018-06-24 23:59:59,DOT IN-HOUSE PAVING
27304,AVENUE J,EAST   21 STREET,EAST   22 STREET,B,2018-08-20 00:00:00,2018-08-27 23:59:59,DOT IN-HOUSE PAVING
56414,135 STREET,82 DRIVE,83 AVENUE,Q,2018-06-25 00:00:00,2018-07-25 23:59:59,DOT IN-HOUSE PAVING
82616,110 STREET,68 DRIVE,68 ROAD,Q,2018-06-12 08:43:18,2018-07-13 23:59:59,DOT IN-HOUSE MILLING
82616,110 STREET,68 DRIVE,68 ROAD,Q,2018-06-12 08:43:19,2018-07-13 23:59:59,DOT IN-HOUSE PAVING
82619,110 STREET,67 AVENUE,67 ROAD,Q,2018-06-12 08:45:23,2018-07-13 23:59:59,DOT IN-HOUSE MILLING
34200,WEST   47 STREET,6 AVENUE,7 AVENUE,M,2018-08-20 00:00:00,2018-08-25 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
34200,WEST   47 STREET,6 AVENUE,7 AVENUE,M,2018-08-20 00:00:00,2018-08-25 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
34200,WEST   47 STREET,6 AVENUE,7 AVENUE,M,2018-08-20 00:00:00,2018-08-25 23:58:59,PLACE CRANE OR SHOVEL ON STREET
127256,20 STREET,5 AVENUE,6 AVENUE,B,2018-10-24 11:31:46,2018-10-29 23:59:59,DOT IN-HOUSE PAVING
12292,SOUTH RAILROAD AVENUE,BATH AVENUE,REID AVENUE,S,2018-10-23 10:44:12,2019-01-01 23:58:59,CONTRACT ROADWAY MILLING
27312,AVENUE I,EAST   21 STREET,OCEAN AVENUE,B,2018-08-13 00:00:00,2018-08-20 23:59:59,DOT IN-HOUSE PAVING
27314,AVENUE I,EAST   21 STREET,EAST   22 STREET,B,2018-08-13 00:00:00,2018-08-20 23:59:59,DOT IN-HOUSE PAVING
27323,AVENUE I,EAST   22 STREET,EAST   23 STREET,B,2018-08-13 00:00:00,2018-08-20 23:59:59,DOT IN-HOUSE PAVING
12314,DURGESS STREET,OLD TOWN ROAD,URBANA STREET,S,2018-10-23 12:32:44,2019-01-01 23:58:59,CONTRACT ROADWAY MILLING
94783,THROGS NECK EXPRESSWAY,LAFAYETTE AVENUE,PHILIP AVENUE,X,2018-03-27 07:41:29,2018-06-24 23:59:59,DOT IN-HOUSE PAVING
86604,ST RAYMOND AVENUE,ROWLAND STREET,ZEREGA AVENUE,X,2018-04-26 14:49:04,2018-07-24 23:59:59,DOT IN-HOUSE PAVING
36275,EAST   60 STREET,2 AVENUE,3 AVENUE,M,2018-05-28 00:00:00,2018-08-01 23:58:59,CONTRACT ROADWAY MILLING
36279,EAST   61 STREET,3 AVENUE,LEXINGTON AVENUE,M,2018-05-28 00:00:00,2018-08-01 23:58:59,CONTRACT ROADWAY MILLING
111725,SUMNER PLACE,ARNOLD STREET,PROSPECT AVENUE,S,2018-05-16 07:36:54,2018-05-31 23:59:59,DOT IN-HOUSE PAVING
36285,EAST   61 STREET,2 AVENUE,3 AVENUE,M,2018-05-28 00:00:00,2018-08-01 23:58:59,CONTRACT ROADWAY MILLING
3627,WAINWRIGHT AVENUE,LAREDO AVENUE,MEMPHIS AVENUE,S,2018-05-24 00:00:00,2018-06-25 23:59:59,DOT IN-HOUSE PAVING
14003,PROSPECT AVENUE,CLYDE PLACE,HARVARD AVENUE,S,2018-04-23 00:00:00,2018-07-21 23:58:59,CONTRACT ROADWAY MILLING
14014,PARK PLACE,BEND,HARVARD AVENUE,S,2018-04-23 00:00:00,2018-07-21 23:58:59,CONTRACT ROADWAY MILLING
14016,BUCHANAN STREET,HARVARD AVENUE,HIGHVIEW AVENUE,S,2018-04-23 00:00:00,2018-07-21 23:58:59,CONTRACT ROADWAY MILLING
14018,HIGHVIEW AVENUE,PARK PLACE,BUCHANAN STREET,S,2018-04-23 00:00:00,2018-07-21 23:58:59,CONTRACT ROADWAY MILLING
3627,WAINWRIGHT AVENUE,LAREDO AVENUE,MEMPHIS AVENUE,S,2018-04-23 00:00:00,2018-07-21 23:58:59,CONTRACT ROADWAY MILLING
23368,THEATRE ALLEY,ANN STREET,BEEKMAN STREET,M,2018-06-23 00:00:00,2018-07-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
23368,THEATRE ALLEY,ANN STREET,BEEKMAN STREET,M,2018-06-23 00:00:00,2018-07-02 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
23368,THEATRE ALLEY,ANN STREET,BEEKMAN STREET,M,2018-06-23 00:00:00,2018-07-02 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
236949,WEST   20 STREET,HIGH LINE,11 AVENUE,M,2018-06-23 00:00:00,2018-07-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
236949,WEST   20 STREET,HIGH LINE,11 AVENUE,M,2018-06-23 00:00:00,2018-07-02 23:58:59,PLACE CRANE OR SHOVEL ON STREET
127930,EAST   35 STREET,AVENUE I,DEAD END,B,2018-10-25 00:00:00,2018-10-29 23:59:59,DOT IN-HOUSE MILLING
116817,PRINCE STREET,37 AVENUE,BEND,Q,2018-04-05 16:41:18,2018-05-05 23:58:59,PLACE CRANE OR SHOVEL ON STREET
116817,PRINCE STREET,37 AVENUE,BEND,Q,2018-04-05 16:41:19,2018-05-05 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
116817,PRINCE STREET,37 AVENUE,BEND,Q,2018-04-05 16:41:19,2018-05-05 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
140004,13 STREET,QNSBO BR UP ROADWAY APPROACH,QNSBO BR UP ROADWAY APPROACH,Q,2018-10-18 15:05:51,2019-01-01 23:58:59,CONTRACT ROADWAY MILLING
127931,EAST   35 STREET,AVENUE I,DEAD END,B,2018-10-31 00:00:00,2018-11-07 23:59:59,DOT IN-HOUSE PAVING
130567,32 AVENUE,84 STREET,85 STREET,Q,2018-08-24 10:35:33,2018-09-28 23:59:59,DOT IN-HOUSE PAVING
173028,EAST  126 STREET,MADISON AVENUE,METRO-NORTH RR,M,2018-09-12 16:21:00,2018-10-12 23:59:59,DOT IN-HOUSE PAVING
173035,WEST  129 STREET,LENOX AVENUE,EAST  129 STREET,M,2018-09-12 16:10:44,2018-10-12 23:59:59,DOT IN-HOUSE PAVING
41038,AVENUE I,EAST   48 STREET,SCHENECTADY AVENUE,B,2018-10-22 10:29:20,2018-10-26 23:59:59,DOT IN-HOUSE PAVING
273276,VANDALIA AVENUE,ERSKINE STREET,FOUNTAIN AVENUE,B,2018-08-08 15:12:54,2018-09-08 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
23326,FLETCHER STREET,FRONT STREET,SOUTH STREET,M,2018-05-25 13:09:08,2018-06-30 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
23326,FLETCHER STREET,FRONT STREET,SOUTH STREET,M,2018-05-25 13:09:08,2018-06-30 23:58:59,PLACE MATERIAL ON STREET
23326,FLETCHER STREET,FRONT STREET,SOUTH STREET,M,2018-05-25 13:09:09,2018-06-30 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
23326,FLETCHER STREET,FRONT STREET,SOUTH STREET,M,2018-05-25 13:09:09,2018-06-30 23:58:59,PLACE OPEN CONSTRUCTION DEBRIS CONTAINER
273276,VANDALIA AVENUE,ERSKINE STREET,FOUNTAIN AVENUE,B,2018-08-08 15:12:54,2018-09-08 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
115666,95 STREET,99 AVENUE,BEND,Q,2018-05-07 10:23:06,2018-06-08 23:59:59,DOT IN-HOUSE MILLING
107100,ROGERS PLACE,BEND,NYCTA SUBWAY,X,2018-06-27 00:00:00,2018-07-28 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
107100,ROGERS PLACE,BEND,NYCTA SUBWAY,X,2018-06-27 00:00:00,2018-07-28 23:58:59,PLACE CRANE OR SHOVEL ON STREET
27368,AVENUE O,EAST   21 STREET,EAST   22 STREET,B,2018-08-21 00:00:00,2018-08-28 23:59:59,DOT IN-HOUSE PAVING
67904,NEWTOWN AVENUE,31 STREET,32 STREET,Q,2018-04-14 00:00:00,2018-04-16 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
67904,NEWTOWN AVENUE,31 STREET,32 STREET,Q,2018-04-14 00:00:00,2018-04-16 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
67904,NEWTOWN AVENUE,31 STREET,32 STREET,Q,2018-04-14 00:00:00,2018-04-16 23:58:59,PLACE CRANE OR SHOVEL ON STREET
130595,87 STREET,25 AVENUE,30 AVENUE,Q,2018-08-24 10:34:23,2018-09-28 23:59:59,DOT IN-HOUSE PAVING
105987,MYRTLE AVENUE,CARLTON AVENUE,WASHINGTON PARK,B,2018-06-25 00:00:00,2018-09-23 23:58:59,CONTRACT ROADWAY MILLING
119328,VYSE AVENUE,BEND,EAST  174 STREET,X,2018-05-25 15:20:44,2018-06-25 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
119328,VYSE AVENUE,BEND,EAST  174 STREET,X,2018-05-25 15:20:44,2018-06-25 23:58:59,PLACE CRANE OR SHOVEL ON STREET
119328,VYSE AVENUE,BEND,EAST  174 STREET,X,2018-05-25 15:20:45,2018-06-25 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
27370,AVENUE O,EAST   22 STREET,EAST   23 STREET,B,2018-08-13 00:00:00,2018-08-20 23:59:59,DOT IN-HOUSE MILLING
126993,16 AVENUE,INDEPENDENCE AVENUE,SHORE PARKWAY,B,2018-04-27 00:00:00,2018-05-04 23:59:59,DOT IN-HOUSE PAVING
52156,104 STREET,107 AVENUE,ROCKAWAY BOULEVARD,Q,2018-08-01 00:00:00,2018-08-31 23:59:59,DOT IN-HOUSE PAVING
54628,109 AVENUE,106 STREET,ROCKAWAY BOULEVARD,Q,2018-08-01 00:00:00,2018-08-31 23:59:59,DOT IN-HOUSE MILLING
86776,ZEREGA AVENUE,FRISBY AVENUE,GLEBE AVENUE,X,2018-05-04 09:15:22,2018-08-01 23:59:59,DOT IN-HOUSE PAVING
86782,ZEREGA AVENUE,LYON AVENUE,TRATMAN AVENUE,X,2018-05-04 09:15:19,2018-08-01 23:59:59,DOT IN-HOUSE PAVING
106621,HIGHLAND AVENUE,BEND,PARSONS BOULEVARD,Q,2018-06-25 00:00:00,2018-07-25 23:59:59,DOT IN-HOUSE MILLING
106621,HIGHLAND AVENUE,BEND,PARSONS BOULEVARD,Q,2018-06-25 00:00:00,2018-07-25 23:59:59,DOT IN-HOUSE PAVING
114684,PRINCE STREET,37 AVENUE,BEND,Q,2018-05-05 00:00:00,2018-06-07 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
126994,16 AVENUE,INDEPENDENCE AVENUE,SHORE PARKWAY,B,2018-04-27 00:00:00,2018-05-04 23:59:59,DOT IN-HOUSE PAVING
126997,16 AVENUE,CROPSEY AVENUE,INDEPENDENCE AVENUE,B,2018-04-27 00:00:00,2018-05-04 23:59:59,DOT IN-HOUSE PAVING
127102,84 STREET,15 AVENUE,16 AVENUE,B,2018-04-24 00:00:00,2018-05-04 23:59:59,DOT IN-HOUSE PAVING
164369,ORCHARD STREET,EAST HOUSTON STREET,STANTON STREET,M,2018-09-15 00:00:00,2018-09-17 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
164369,ORCHARD STREET,EAST HOUSTON STREET,STANTON STREET,M,2018-09-15 00:00:00,2018-09-17 23:58:59,PLACE CRANE OR SHOVEL ON STREET
164370,ORCHARD STREET,EAST HOUSTON STREET,STANTON STREET,M,2018-09-15 00:00:00,2018-09-17 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
47433,LIBERTY AVENUE,PENNSYLVANIA AVENUE,SHEFFIELD AVENUE,B,2018-05-02 00:00:00,2018-05-09 23:59:59,DOT IN-HOUSE MILLING
47439,LIBERTY AVENUE,NEW JERSEY AVENUE,PENNSYLVANIA AVENUE,B,2018-05-02 00:00:00,2018-05-09 23:59:59,DOT IN-HOUSE MILLING
47577,LIBERTY AVENUE,NEW JERSEY AVENUE,VERMONT STREET,B,2018-05-02 00:00:00,2018-05-09 23:59:59,DOT IN-HOUSE MILLING
47585,LIBERTY AVENUE,BRADFORD STREET,WYONA STREET,B,2018-05-02 00:00:00,2018-05-09 23:59:59,DOT IN-HOUSE MILLING
47587,LIBERTY AVENUE,BRADFORD STREET,MILLER AVENUE,B,2018-05-02 00:00:00,2018-05-09 23:59:59,DOT IN-HOUSE MILLING
47714,LIBERTY AVENUE,MILLER AVENUE,VAN SICLEN AVENUE,B,2018-05-02 00:00:00,2018-05-09 23:59:59,DOT IN-HOUSE MILLING
47716,LIBERTY AVENUE,HENDRIX STREET,VAN SICLEN AVENUE,B,2018-05-02 00:00:00,2018-05-09 23:59:59,DOT IN-HOUSE MILLING
47722,LIBERTY AVENUE,HENDRIX STREET,SCHENCK AVENUE,B,2018-05-02 00:00:00,2018-05-09 23:59:59,DOT IN-HOUSE MILLING
70649,WEST  155 STREET,HARLEM RIVER DRIVE,EDGECOMBE AVENUE,M,2018-01-16 11:42:45,2018-04-16 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
70649,WEST  155 STREET,8 AVENUE,HARLEM RIVER DRIVE,M,2018-01-16 11:42:48,2018-04-16 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
70649,WEST  155 STREET,8 AVENUE,HARLEM RIVER DRIVE,M,2018-01-16 11:42:48,2018-04-16 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
70649,WEST  155 STREET,8 AVENUE,HARLEM RIVER DRIVE,M,2018-01-16 11:45:38,2018-04-16 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
47724,LIBERTY AVENUE,BARBEY STREET,SCHENCK AVENUE,B,2018-05-02 00:00:00,2018-05-09 23:59:59,DOT IN-HOUSE MILLING
70851,WEST  155 STREET,8 AVENUE,BRADHURST AVENUE,M,2018-01-16 11:42:47,2018-04-16 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
128513,SCHENECTADY AVENUE,CARROLL STREET,CROWN STREET,B,2018-05-10 00:00:00,2018-05-16 23:59:59,DOT IN-HOUSE PAVING
71025,WEST  155 STREET,8 AVENUE,HARLEM RIVER DRIVE,M,2018-01-16 11:42:48,2018-04-16 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
128514,SCHENECTADY AVENUE,CARROLL STREET,CROWN STREET,B,2018-05-10 00:00:00,2018-05-16 23:59:59,DOT IN-HOUSE PAVING
128515,SCHENECTADY AVENUE,CARROLL STREET,PRESIDENT STREET,B,2018-05-10 00:00:00,2018-05-16 23:59:59,DOT IN-HOUSE PAVING
